                   118|Urologic Diseases                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     118|COND        |ULD
                    49|Hematologic Neoplasms                                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      49|COND        |HTNP
                   107|Skin Neoplasms                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     107|COND        |SNEO
                   185|Supplemental Nutrition                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     141|COMORBID    |SN
                   128|Tobacco Use Disorder                                                                                                                                                                                    |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COND        |TUD
                    58|Hyperlipidemia (High Cholesterol)                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      58|COND        |HYPL
                    98|Psychotic Disorders                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      98|COND        |PDIS
                    24|Coronary Artery Disease                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      24|COND        |CAD
                    62|Hyperuricemia                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      62|COND        |HUCM
                   134|Asthma Uncontrolled                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      10|COND        |ASTU
                    55|Hyperaldosteronism                                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      55|COND        |HAST
                   168|Sensation Disorders                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      84|COND        |SEND
                    42|Gastro Esophageal Reflux Disease                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      42|COND        |GERD
                   178|Home Care                                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     134|COMORBID    |HC
                   141|Chronic Hepatitis B                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      52|COND        |CHRB
                     5|Allergy, Food                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       5|COND        |ALGF
                    36|End Stage Renal Disease                                                                                                                                                                                 |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      36|COND        |ESRD
                     8|Arrhythmia                                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       8|COND        |AHTM
                    69|Kidney Transplantation                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      69|COND        |KT
                    80|Metabolic Syndrome                                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      80|COND        |METS
                   181|Ostomy Care                                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     137|COMORBID    |OC
                   165|Prehypertension                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |PHYT
                    13|Bone Diseases                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      13|COND        |BODI
                   148|Diabetes Adult                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DIAB
                   138|Cholesterol Primary                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      58|COND        |CHOL
                    39|Eye Diseases                                                                                                                                                                                            |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      39|COND        |EYED
                   173|Neurodegenerative Disorders                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      84|COND        |NDD
                    11|Atrial Fibrillation                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      11|COND        |AFB
                   114|Urinary Bladder Neoplasms                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     114|COND        |UBN
                   124|Wilsons Disease                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     124|COND        |WILD
                    29|Depression                                                                                                                                                                                              |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      29|COND        |DEPR
                   164|Pregnancy High Risk                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      99|COND        |PGHR
                    66|Irritable Bowel Syndrome                                                                                                                                                                                |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                        |COND        |IBS
                    34|Dyslipidemias                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      34|COND        |DSP
                    91|Parathyroid Diseases                                                                                                                                                                                    |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      91|COND        |PTRD
                   112|Hyperthyroidism                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     112|COND        |HYPERTHYD
                   189|Chronic Kidney Disease Stage 1-4                                                                                                                                                                        |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |RENF
                    26|Delirium, Dementia, Amnestic, Cognitive Disorders                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      26|COND        |CODO
                   110|Substance-Related Disorders                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     110|COND        |SRD
                    15|Cancer                                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      15|COND        |CAN
                    75|Lung Cancer                                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      75|COND        |CALU
                   122|Water-Electrolyte Imbalance                                                                                                                                                                             |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     122|COND        |WEI
                    18|Celiac Disease                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      18|COND        |CD
                    51|Hemochromatosis                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      51|COND        |HCT
                    30|Diabetes                                                                                                                                                                                                |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DIB
                     4|Allergy, Drug                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       4|COND        |ALGD
                   153|Hypertension Adult                                                                                                                                                                                      |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |HTN
                    72|Liver Diseases                                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      72|COND        |LIVD
                    92|Parkinson's Disease                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      92|COND        |PARK
                   109|Sleep Disorders                                                                                                                                                                                         |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COND        |SD
                   177|Frequent Hospitalizations or ER visits                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     133|COMORBID    |FHER
                    46|Hearing Disorders                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      46|COND        |HDIS
                     1|Acid-Base Imbalance                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       1|COND        |ABI
                    83|Muscular Diseases                                                                                                                                                                                       |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      83|COND        |MUSD
                   149|Diabetes Peds                                                                                                                                                                                           |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DIAP
                     2|Adrenal Gland Diseases                                                                                                                                                                                  |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                       2|COND        |AGD
                   106|Sickle Cell Disease                                                                                                                                                                                     |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                     106|COND        |SCD
                   145|Chronic Kidney Disease Stage 4                                                                                                                                                                          |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKD4
                    56|Hypercoagulable State                                                                                                                                                                                   |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      56|COND        |COAG
                    50|Hematuria                                                                                                                                                                                               |AHMADMIN                                          |2008-12-03 12:39:03|2020-10-09 17:18:32|ADMSTAGE                                          |                      50|COND        |HTU
                   351|Elevated A1C or FBS                                                                                                                                                                                     |ADMSTAGE                                          |2017-02-10 17:08:26|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |ELVA1CFBS
                   352|New Diagnosis Prediabetes                                                                                                                                                                               |ADMSTAGE                                          |2017-02-10 17:08:26|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |DIAGPDIAB
                   356|RTC - Smoking Health Event                                                                                                                                                                              |ADMSTAGE                                          |2017-05-05 20:16:11|2020-10-09 17:18:32|ADMSTAGE                                          |                     128|COMORBID    |RTCSMOKE
                   357|New Diagnosis Diabetes Type 2                                                                                                                                                                           |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DM2NEWDX
                   358|First Fill Long Acting Opioid                                                                                                                                                                           |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFLAOPIOID
                   359|First Fill of A Bronchodilator                                                                                                                                                                          |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFBRONCHO
                   360|New diagnosis hypertension                                                                                                                                                                              |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                      60|COND        |NEWDXHTN
                   361|First Fill Warfarin                                                                                                                                                                                     |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                     200|COMORBID    |FFWARFARIN
                   362|Diabetes Prevention Program ID Claims                                                                                                                                                                   |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |DPPCL
                   363|Diabetes Prevention Program ID Assessment                                                                                                                                                               |ADMSTAGE                                          |2017-06-12 19:26:12|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |DPPAS
                   380|Smoker Interested in Quitting                                                                                                                                                                           |ADMSTAGE                                          |2018-04-20 18:49:29|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |SMOKERINQT
                   381|Health State                                                                                                                                                                                            |ADMSTAGE                                          |2018-06-19 16:57:39|2020-10-09 17:18:32|ADMSTAGE                                          |                     201|COMORBID    |HEALTHST
                   382|Chronic Kidney Disease Stage 3b                                                                                                                                                                         |ADMSTAGE                                          |2018-06-19 16:57:39|2020-10-09 17:18:32|ADMSTAGE                                          |                      20|COND        |CKDSTG3B
                   383|Turner Syndrome                                                                                                                                                                                         |ADMSTAGE                                          |2018-06-19 16:57:39|2020-10-09 17:18:32|ADMSTAGE                                          |                      23|COND        |TURNS
                   384|Healthy Sleep                                                                                                                                                                                           |ADMSTAGE                                          |2018-09-11 15:44:41|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |HLTHYSLP
                   385|Stress                                                                                                                                                                                                  |ADMSTAGE                                          |2018-09-11 15:44:41|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |STRSRD
                   392|Enhanced Transform Diabetes Care                                                                                                                                                                        |ADMSTAGE                                          |2020-05-19 17:12:40|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |ETDC
                   393|Acute Hepatitis C                                                                                                                                                                                       |ADMSTAGE                                          |2020-05-19 17:12:40|2020-10-09 17:18:32|ADMSTAGE                                          |                      72|COND        |ACUTEHEPC
                   394|COVID 19                                                                                                                                                                                                |ADMSTAGE                                          |2020-05-19 17:12:40|2020-10-09 17:18:32|ADMSTAGE                                          |                      64|COND        |COVID19
                   398|Low Vision or Blindness                                                                                                                                                                                 |ADMSTAGE                                          |2020-08-25 17:07:35|2020-10-09 17:18:32|ADMSTAGE                                          |                      39|COND        |LOWVB
                   376|Inadequate Sleep                                                                                                                                                                                        |ADMSTAGE                                          |2017-08-15 17:44:31|2020-10-09 17:18:32|ADMSTAGE                                          |                     167|COMORBID    |INADSLP
                   386|Diabetes Management Plus                                                                                                                                                                                |ADMSTAGE                                          |2019-02-26 17:50:45|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |DMMGNPLUS
                   387|Prediabetes Adult                                                                                                                                                                                       |ADMSTAGE                                          |2019-05-21 17:34:37|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COMORBID    |PDIABA
                   388|TDC Diabetes Prevention Program - CDC                                                                                                                                                                   |ADMSTAGE                                          |2019-05-21 17:34:37|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |TDCDPPCDC
                   389|TDC Potential for DPP                                                                                                                                                                                   |ADMSTAGE                                          |2019-05-21 17:34:37|2020-10-09 17:18:32|ADMSTAGE                                          |                      30|COND        |TDCPOTEDPP
                   396|Cataract                                                                                                                                                                                                |ADMSTAGE                                          |2020-06-17 18:19:53|2020-10-09 17:18:32|ADMSTAGE                                          |                      39|COND        |CATARACT
                   397|Iron Deficiency Anemia                                                                                                                                                                                  |ADMSTAGE                                          |2020-07-17 17:28:26|2020-10-09 17:18:32|ADMSTAGE                                          |                       6|COND        |ANEMIA
