                   117686|        12423|DM                                                |ADMSTAGE                      |2020-06-02 18:21:10.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    26483|         7788|CE                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    62876|          783|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    56522|          300|VBF                                               |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    61169|          652|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    26272|         7772|CE                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111935|        12129|DM                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    64965|         8148|CCM                                               |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    30332|           18|DM                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110246|        12123|CE                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    26479|         7784|CE                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111948|        12153|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    62877|          783|CCM                                               |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    26430|         7776|CE                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    61354|         1887|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    63883|         1162|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    64334|          936|WELL                                              |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    26346|         7774|CE                                                |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    58445|          469|VBF                                               |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    30334|           18|CPR                                               |AHMADMIN                      |2012-01-07 01:54:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    58751|         1231|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113889|          720|DM                                                |ADMSTAGE                      |2019-05-21 17:34:53.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106913|        11920|DM                                                |ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    64830|         1373|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113870|         5668|DM                                                |ADMSTAGE                      |2019-05-21 17:34:53.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14222|         5472|MHP                                               |AHMADMIN                      |2009-12-22 14:35:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115661|          562|CCM                                               |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14223|         5473|MHP                                               |AHMADMIN                      |2009-12-22 14:35:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14221|         5471|MHP                                               |AHMADMIN                      |2009-12-22 14:35:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14252|         5494|HA                                                |AHMADMIN                      |2010-01-11 14:07:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    68609|         5687|DM                                                |AHMADMIN                      |2014-03-29 16:24:02.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20455|         7381|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15430|         6494|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   107426|          418|CCM                                               |ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115726|        12325|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20457|         7387|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113815|         1024|LC                                                |ADMSTAGE                      |2019-05-21 17:34:53.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112378|          270|DM                                                |ADMSTAGE                      |2018-12-14 17:30:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15463|         6541|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15423|         5644|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116840|          477|VBF                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   107707|        10010|DM                                                |ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112403|         9988|CCM                                               |ADMSTAGE                      |2018-12-14 17:30:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113318|         5992|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    91203|         1230|WELL                                              |ADMSTAGE                      |2016-04-15 21:16:05.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113321|        12212|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114319|        12319|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20452|         7372|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113237|          437|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20471|         1379|CCM                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    68093|          956|CCM                                               |AHMADMIN                      |2014-03-29 16:24:02.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116969|        12108|CCM                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15466|         6547|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15457|         6542|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15411|         5348|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20458|         7390|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115659|          276|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15410|         5348|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113407|          529|CCM                                               |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20454|         7378|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113790|          657|CCM                                               |ADMSTAGE                      |2019-05-21 17:34:53.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15433|         6494|PHR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15419|         5642|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15437|         6496|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113298|          279|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20470|         1379|DM                                                |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14756|         6351|CCM                                               |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14752|         6347|CCM                                               |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116925|         7240|CCM                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15441|         6497|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15422|         5643|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15444|         6498|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15414|         5641|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15464|         6545|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15442|         6498|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15085|         1894|DM                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   117054|          932|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15416|         5641|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15467|         6561|CE                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113454|          351|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116942|         9374|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   117058|          722|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116918|         5829|CCM                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   117072|          547|CCM                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113439|        10783|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20456|         7384|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   117043|        12326|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116926|         7240|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    68737|          731|DM                                                |AHMADMIN                      |2014-03-29 16:24:02.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14524|         5806|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14526|         5808|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14527|         5809|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14528|         5810|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14529|         5811|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14530|         5819|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14531|         5820|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14532|         5821|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14533|         5822|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14534|         5823|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14535|         5824|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14536|         5825|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14537|         5826|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14538|         5827|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14541|         5830|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14542|         5831|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14543|         5898|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14544|         5899|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14546|         5986|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14547|         5987|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14548|         5990|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14549|         5992|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14550|         5993|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14551|         6014|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14508|         5722|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15434|         6496|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15435|         6496|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14757|         6350|CCM                                               |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15438|         6497|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15424|         5644|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14758|         6349|CCM                                               |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15420|         5643|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15412|         5348|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113271|          475|CCM                                               |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    20453|         7375|VBF                                               |AHMADMIN                      |2011-07-26 17:38:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    79399|        10313|CE                                                |ADMSTAGE                      |2015-07-10 21:18:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113348|          518|CCM                                               |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15417|         5642|DM                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14458|         5666|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14459|         5667|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14460|         5668|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14461|         5669|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14462|         5670|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14463|         5671|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14518|         5731|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14552|         6073|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14553|         6074|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    14554|         6075|CE                                                |AHMADMIN                      |2010-09-28 15:42:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15447|         6499|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    91204|         1230|CCM                                               |ADMSTAGE                      |2016-04-15 21:16:05.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15436|         6496|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15432|         6494|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15440|         6497|CPR                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113294|          380|CCM                                               |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    79402|        10314|CCM                                               |ADMSTAGE                      |2015-07-10 21:18:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116856|          526|CCM                                               |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   108654|          515|DM                                                |ADMSTAGE                      |2018-05-22 17:09:54.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    58778|         1371|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    63444|         1229|DM                                                |AHMADMIN                      |2013-06-29 16:55:13.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   108655|          515|CCM                                               |ADMSTAGE                      |2018-05-22 17:09:54.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   116963|        11765|DM                                                |ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    90681|         9428|CCM                                               |ADMSTAGE                      |2016-04-15 21:16:05.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15455|         6538|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113275|          550|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   113264|          384|DM                                                |ADMSTAGE                      |2019-02-26 17:51:00.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    90550|         1177|CCM                                               |ADMSTAGE                      |2016-04-15 21:16:05.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15418|         5642|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15429|         6494|CCM                                               |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    79687|        10317|CCM                                               |ADMSTAGE                      |2015-07-10 21:18:20.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15443|         6498|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15421|         5643|DMRE                                              |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                    15468|         6562|CE                                                |AHMADMIN                      |2010-12-13 16:14:39.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
